"OBP","SLG","BA","WP","RD","Playoffs","Champion"
0.323,0.365,0.237,0.450617283950617,-120,0,0
0.333,0.37,0.249,0.512345679012346,65,0,0
0.324,0.365,0.251,0.570552147239264,68,0,0
0.325,0.392,0.249,0.549382716049383,85,0,0
0.305,0.356,0.238,0.453416149068323,-136,0,0
0.325,0.406,0.27,0.549382716049383,65,1,0
0.312,0.391,0.246,0.388888888888889,-107,0,0
0.351,0.409,0.262,0.530864197530864,5,0,0
0.331,0.379,0.263,0.469135802469136,-3,0,0
0.321,0.358,0.238,0.432098765432099,-63,0,0
0.321,0.38,0.258,0.574074074074074,60,1,0
0.343,0.414,0.265,0.672839506172839,262,1,1
0.333,0.415,0.251,0.537037037037037,7,0,0
0.3,0.319,0.23,0.43558282208589,-124,0,0
0.323,0.384,0.253,0.56441717791411,109,0,0
0.32,0.357,0.247,0.419753086419753,-98,0,0
0.335,0.422,0.277,0.54601226993865,30,0,0
0.307,0.345,0.237,0.385093167701863,-144,0,0
0.316,0.387,0.242,0.555555555555556,100,0,0
0.33,0.352,0.24,0.5,8,0,0
0.309,0.338,0.24,0.423312883435583,-102,0,0
0.315,0.359,0.254,0.524691358024691,84,0,0
0.34,0.408,0.268,0.598765432098765,172,1,0
0.31,0.359,0.24,0.320987654320988,-209,0,0
0.311,0.351,0.242,0.617283950617284,91,1,0
0.308,0.344,0.235,0.493827160493827,-25,0,0
0.329,0.376,0.249,0.54320987654321,62,0,0
0.312,0.372,0.241,0.388888888888889,-100,0,0
0.334,0.398,0.277,0.54320987654321,73,0,0
0.285,0.329,0.225,0.320987654320988,-278,0,0
0.316,0.346,0.234,0.392638036809816,-160,0,0
0.334,0.361,0.242,0.555555555555556,77,0,0
0.316,0.359,0.253,0.537037037037037,55,0,0
0.33,0.378,0.251,0.530864197530864,50,0,0
0.307,0.339,0.252,0.496932515337423,-35,0,0
0.304,0.352,0.225,0.561728395061728,82,0,0
0.313,0.352,0.236,0.530864197530864,3,0,0
0.291,0.318,0.227,0.41358024691358,-117,0,0
0.298,0.366,0.242,0.515337423312883,1,0,0
0.284,0.311,0.228,0.41358024691358,-64,0,0
0.32,0.389,0.273,0.50920245398773,17,0,0
0.293,0.327,0.234,0.530864197530864,12,0,0
0.307,0.385,0.235,0.628048780487805,179,1,1
0.298,0.317,0.231,0.444444444444444,-78,0,0
0.289,0.319,0.23,0.469135802469136,-39,0,0
0.299,0.35,0.237,0.487654320987654,16,0,0
0.281,0.315,0.228,0.447852760736196,-26,0,0
0.292,0.318,0.214,0.50609756097561,5,0,0
0.304,0.343,0.24,0.503067484662577,25,0,0
0.294,0.333,0.233,0.469135802469136,-72,0,0
0.306,0.343,0.252,0.49079754601227,51,0,0
0.307,0.341,0.239,0.539877300613497,70,0,0
0.298,0.346,0.249,0.598765432098765,111,1,0
0.287,0.336,0.224,0.403726708074534,-141,0,0
0.307,0.372,0.24,0.475308641975309,-9,0,0
0.31,0.372,0.24,0.472049689440994,62,0,0
0.321,0.395,0.255,0.567901234567901,108,1,0
0.301,0.349,0.238,0.521739130434783,-20,0,0
0.316,0.378,0.251,0.537037037037037,78,0,0
0.291,0.32,0.225,0.549382716049383,40,0,0
0.297,0.372,0.248,0.537037037037037,41,0,0
0.293,0.359,0.235,0.462962962962963,-54,0,0
0.325,0.376,0.243,0.558282208588957,96,0,0
0.317,0.364,0.249,0.425925925925926,-116,0,0
0.296,0.33,0.233,0.385093167701863,-127,0,0
0.301,0.332,0.236,0.450617283950617,-76,0,0
0.309,0.369,0.24,0.554878048780488,81,0,0
0.288,0.325,0.238,0.376543209876543,-174,0,0
0.296,0.317,0.225,0.441717791411043,-99,0,0
0.313,0.357,0.242,0.506172839506173,31,0,0
0.324,0.38,0.277,0.496932515337423,-14,0,0
0.313,0.372,0.245,0.561728395061728,101,0,0
0.32,0.379,0.263,0.627329192546584,138,1,1
0.288,0.326,0.223,0.472049689440994,-87,0,0
0.326,0.424,0.263,0.521472392638037,99,0,0
0.324,0.409,0.258,0.60625,154,1,1
0.31,0.376,0.24,0.444444444444444,-76,0,0
0.303,0.354,0.232,0.493827160493827,-39,0,0
0.313,0.38,0.254,0.364197530864198,-165,0,0
0.297,0.331,0.231,0.50920245398773,57,0,0
0.309,0.395,0.26,0.475,-10,0,0
0.297,0.36,0.237,0.5,-12,0,0
0.321,0.406,0.251,0.54320987654321,21,0,0
0.318,0.365,0.255,0.441717791411043,-83,0,0
0.294,0.337,0.236,0.4625,-84,0,0
0.314,0.362,0.256,0.58641975308642,116,1,0
0.316,0.382,0.249,0.549382716049383,82,0,0
0.301,0.342,0.239,0.409937888198758,-174,0,0
0.299,0.374,0.235,0.4375,-1,0,0
0.322,0.378,0.258,0.537037037037037,56,0,0
0.329,0.428,0.279,0.567901234567901,118,0,0
0.303,0.392,0.248,0.577639751552795,49,0,0
0.298,0.368,0.251,0.512345679012346,-6,0,0
0.295,0.355,0.234,0.446540880503145,-102,0,0
0.307,0.363,0.238,0.580246913580247,63,0,0
0.327,0.4,0.251,0.382716049382716,-122,0,0
0.297,0.341,0.239,0.462962962962963,-42,0,0
0.307,0.358,0.238,0.439024390243902,-88,0,0
0.315,0.364,0.246,0.58641975308642,92,0,0
0.339,0.439,0.273,0.549382716049383,121,0,0
0.315,0.379,0.25,0.537037037037037,50,0,0
0.312,0.374,0.238,0.549382716049383,78,0,0
0.305,0.34,0.237,0.401234567901235,-142,0,0
0.309,0.358,0.24,0.364197530864198,-170,0,0
0.312,0.335,0.245,0.598765432098765,87,1,0
0.324,0.399,0.254,0.62962962962963,174,1,1
0.31,0.416,0.256,0.530864197530864,75,0,0
0.277,0.327,0.221,0.304878048780488,-257,0,0
0.299,0.364,0.235,0.475308641975309,7,0,0
0.313,0.384,0.25,0.524691358024691,-13,0,0
0.317,0.382,0.265,0.552147239263804,95,0,0
0.313,0.385,0.252,0.582822085889571,89,0,0
0.314,0.371,0.254,0.493827160493827,33,0,0
0.304,0.35,0.228,0.432098765432099,-130,0,0
0.316,0.387,0.248,0.595092024539877,112,0,0
0.322,0.416,0.258,0.444444444444444,-105,0,0
0.314,0.39,0.251,0.469135802469136,-75,0,0
0.32,0.353,0.247,0.604938271604938,141,0,0
0.308,0.372,0.249,0.56441717791411,94,0,0
0.312,0.38,0.247,0.481707317073171,-4,0,0
0.319,0.395,0.253,0.521472392638037,21,0,0
0.285,0.315,0.229,0.407407407407407,-133,0,0
0.311,0.379,0.239,0.349693251533742,-215,0,0
0.304,0.344,0.242,0.506172839506173,-7,0,0
0.305,0.34,0.25,0.48780487804878,42,0,0
0.322,0.427,0.252,0.484662576687117,59,0,0
0.333,0.418,0.272,0.54320987654321,59,0,0
0.296,0.348,0.246,0.325153374233129,-207,0,0
0.317,0.387,0.253,0.603658536585366,153,1,1
0.315,0.391,0.258,0.567901234567901,61,0,0
0.315,0.389,0.264,0.493827160493827,27,0,0
0.31,0.382,0.246,0.555555555555556,69,0,0
0.324,0.392,0.272,0.574074074074074,63,1,0
0.299,0.348,0.231,0.382716049382716,-155,0,0
0.31,0.38,0.249,0.530864197530864,23,0,0
0.312,0.4,0.252,0.472049689440994,-38,0,0
0.297,0.363,0.238,0.506172839506173,-8,0,0
0.323,0.365,0.25,0.580246913580247,139,0,0
0.31,0.371,0.246,0.530864197530864,54,0,0
0.301,0.381,0.239,0.487654320987654,-67,0,0
0.327,0.382,0.252,0.487654320987654,-3,0,0
0.283,0.301,0.22,0.407407407407407,-176,0,0
0.313,0.353,0.247,0.450617283950617,-89,0,0
0.309,0.354,0.25,0.434782608695652,-63,0,0
0.309,0.357,0.251,0.607361963190184,90,1,0
0.325,0.43,0.255,0.565217391304348,165,0,0
0.312,0.37,0.244,0.515337423312883,74,0,0
0.285,0.315,0.219,0.314814814814815,-273,0,0
0.309,0.403,0.252,0.645962732919255,167,1,1
0.306,0.381,0.252,0.537037037037037,64,0,0
0.309,0.359,0.25,0.45679012345679,-28,0,0
0.316,0.414,0.258,0.54320987654321,84,0,0
0.326,0.403,0.271,0.574074074074074,119,0,0
0.293,0.351,0.227,0.345679012345679,-234,0,0
0.314,0.387,0.248,0.475308641975309,-28,0,0
0.324,0.403,0.258,0.475,-49,0,0
0.317,0.377,0.253,0.364197530864198,-195,0,0
0.334,0.372,0.257,0.524691358024691,49,0,0
0.332,0.417,0.27,0.604938271604938,117,0,0
0.312,0.388,0.245,0.493827160493827,-63,0,0
0.33,0.411,0.248,0.527950310559006,66,0,0
0.31,0.351,0.246,0.395061728395062,-125,0,0
0.332,0.386,0.263,0.444444444444444,-92,0,0
0.325,0.38,0.25,0.530864197530864,12,0,0
0.337,0.4,0.268,0.618181818181818,145,0,0
0.338,0.412,0.26,0.558282208588957,85,0,0
0.326,0.403,0.252,0.530864197530864,65,0,0
0.318,0.361,0.24,0.248447204968944,-331,0,0
0.337,0.426,0.267,0.592592592592593,137,1,0
0.33,0.39,0.26,0.503105590062112,-54,0,0
0.321,0.394,0.268,0.577639751552795,80,0,0
0.341,0.441,0.278,0.624242424242424,188,1,1
0.335,0.394,0.271,0.515337423312883,110,0,0
0.308,0.373,0.25,0.37037037037037,-117,0,0
